NEIGHBOURHOOD_NUMBER,NEIGHBOURHOOD_NAME,WARD,CITIZENSHIP_CANADIAN_CITIZEN,CITIZENSHIP_NON_CANADIAN_CITIZEN,CITIZENSHIP_NO_RESPONSE,CITY_RESOURCE_ACCESS_CITY_WEBSITE,CITY_RESOURCE_ACCESS_311_PHONE_IN,CITY_RESOURCE_ACCESS_NEWSPAPERS,CITY_RESOURCE_ACCESS_RADIO,CITY_RESOURCE_ACCESS_COMMUNITY_NEWSLETTER,CITY_RESOURCE_ACCESS_SOCIAL_MEDIA,CITY_RESOURCE_ACCESS_IN_PERSON,CITY_RESOURCE_ACCESS_BILLBOARDS,CITY_RESOURCE_ACCESS_PAMPHLETS,CITY_RESOURCE_ACCESS_OTHER,CITY_RESOURCE_ACCESS_NO_RESPONSE,DWELLING_UNIT_OWNERSHIP_OWNED,DWELLING_UNIT_OWNERSHIP_RENTED,DWELLING_UNIT_OWNERSHIP_NO_RESPONSE,DWELLING_UNIT_STATUS_OCCUPIED,DWELLING_UNIT_STATUS_UNOCCUPIED,DWELLING_UNIT_STATUS_NO_LONGER_IN_USE,DWELLING_UNIT_STATUS_NO_RESPONSE,EMPLOYMENT_STATUS_PRESCHOOL,EMPLOYMENT_STATUS_KINDERGARTEN-GR.6,EMPLOYMENT_STATUS_GR.7-GR.9,EMPLOYMENT_STATUS_GR.10-GR.12,EMPLOYMENT_STATUS_POST_SECONDARY_STUDENT,EMPLOYMENT_STATUS_HOMEMAKER,EMPLOYMENT_STATUS_EMPLOYED_0-30_HRS,EMPLOYMENT_STATUS_EMPLOYED_30+_HRS,EMPLOYMENT_STATUS_UNEMPLOYED,EMPLOYMENT_STATUS_RETIRED,EMPLOYMENT_STATUS_PERMANENTLY_UNABLE_TO_WORK,EMPLOYMENT_STATUS_NO_RESPONSE,HOUSEHOLD_LANGUAGE_ENGLISH_ONLY,HOUSEHOLD_LANGUAGE_ARABIC,HOUSEHOLD_LANGUAGE_CANTONESE,HOUSEHOLD_LANGUAGE_FRENCH,HOUSEHOLD_LANGUAGE_GERMAN,HOUSEHOLD_LANGUAGE_MANDARIN,HOUSEHOLD_LANGUAGE_PANJABI_PUNJABI,HOUSEHOLD_LANGUAGE_SPANISH,HOUSEHOLD_LANGUAGE_TAGALOG_PILIPINO_FILIPINO,HOUSEHOLD_LANGUAGE_UKRAINIAN,HOUSEHOLD_LANGUAGE_OTHER,HOUSEHOLD_LANGUAGE_NO_RESPONSE,CAR/TRUCK/VAN_AS_DRIVER,PRIMARY_TRANSPORTATION_CAR/TRUCK/VAN_AS_PASSENGER,PRIMARY_TRANSPORTATION_TRANSIT,PRIMARY_TRANSPORTATION_WALK,PRIMARY_TRANSPORTATION_BICYCLE,PRIMARY_TRANSPORTATION_OTHER,PRIMARY_TRANSPORTATION_NO_RESPONSE,MARITAL_STATUS_MARRIED,MARITAL_STATUS_COMMON-LAW,MARITAL_STATUS_SEPARATED/DIVORCED,MARITAL_STATUS_NEVER_MARRIED,MARITAL_STATUS_WIDOWED,MARITAL_STATUS_NO_RESPONSE,PREVIOUS_RESIDENCE_ELSEWHERE_IN_EDMONTON,PREVIOUS_RESIDENCE_ELSEWHERE_IN_ALBERTA,PREVIOUS_RESIDENCE_ATLANTIC_CANADA,PREVIOUS_RESIDENCE_ONTARIO/QUEBEC,PREVIOUS_RESIDENCE_TERRITORIES/MANITOBA/SASKATCHEWAN,PREVIOUS_RESIDENCE_BRITISH_COLUMBIA,PREVIOUS_RESIDENCE_OUTSIDE_CANADA,PREVIOUS_RESIDENCE_NO_RESPONSE,SCHOOL_RESIDENCY_PUBLIC,SCHOOL_RESIDENCY_CATHOLIC,SCHOOL_RESIDENCY_NO_RESPONSE,STRUCTURE_TYPE_SINGLE_DETACHED_HOUSE,STRUCTURE_TYPE_DUPLEX/FOURPLEX,STRUCTURE_TYPE_ROW_HOUSE,STRUCTURE_TYPE_APARTMENT_5+_STORIES,STRUCTURE_TYPE_APARTMENT_1-4_STORIES,STRUCTURE_TYPE_MANUFACTURED/MOBILE_HOME,STRUCTURE_TYPE_INSTITUTION/COLLECTIVE_RESIDENCE,STRUCTURE_TYPE_HOTEL/MOTEL,STRUCTURE_TYPE_RV/TENT/OTHER,STRUCTURE_TYPE_NO_RESPONSE,TERM_OF_RESIDENCE_5_YEARS_OR_MORE,TERM_OF_RESIDENCE_3_YEARS_TO_LESS_THAN_5_YEARS,TERM_OF_RESIDENCE_1_YEAR_TO_LESS_THAN_3_YEARS,TERM_OF_RESIDENCE_LESS_THAN_1_YEAR,TERM_OF_RESIDENCE_CHILD_LESS_THAN_1_YEAR,TERM_OF_RESIDENCE_NO_RESPONSE,AGE_0 FEMALE,AGE_0 MALE,AGE_1 FEMALE,AGE_1 MALE,AGE_10 FEMALE,AGE_10 MALE,AGE_11 FEMALE,AGE_11 MALE,AGE_12 FEMALE,AGE_12 MALE,AGE_13 FEMALE,AGE_13 MALE,AGE_14 FEMALE,AGE_14 MALE,AGE_15 FEMALE,AGE_15 MALE,AGE_16 FEMALE,AGE_16 MALE,AGE_17 FEMALE,AGE_17 MALE,AGE_18 FEMALE,AGE_18 MALE,AGE_19 FEMALE,AGE_19 MALE,AGE_2 FEMALE,AGE_2 MALE,AGE_20 FEMALE,AGE_20 MALE,AGE_21 FEMALE,AGE_21 MALE,AGE_22 FEMALE,AGE_22 MALE,AGE_23 FEMALE,AGE_23 MALE,AGE_24 FEMALE,AGE_24 MALE,AGE_25 FEMALE,AGE_25 MALE,AGE_26 FEMALE,AGE_26 MALE,AGE_27 FEMALE,AGE_27 MALE,AGE_28 FEMALE,AGE_28 MALE,AGE_29 FEMALE,AGE_29 MALE,AGE_3 FEMALE,AGE_3 MALE,AGE_30 FEMALE,AGE_30 MALE,AGE_31 FEMALE,AGE_31 MALE,AGE_32 FEMALE,AGE_32 MALE,AGE_33 FEMALE,AGE_33 MALE,AGE_34 FEMALE,AGE_34 MALE,AGE_35 FEMALE,AGE_35 MALE,AGE_36 FEMALE,AGE_36 MALE,AGE_37 FEMALE,AGE_37 MALE,AGE_38 FEMALE,AGE_38 MALE,AGE_39 FEMALE,AGE_39 MALE,AGE_4 FEMALE,AGE_4 MALE,AGE_40 FEMALE,AGE_40 MALE,AGE_41 FEMALE,AGE_41 MALE,AGE_42 FEMALE,AGE_42 MALE,AGE_43 FEMALE,AGE_43 MALE,AGE_44 FEMALE,AGE_44 MALE,AGE_45 FEMALE,AGE_45 MALE,AGE_46 FEMALE,AGE_46 MALE,AGE_47 FEMALE,AGE_47 MALE,AGE_48 FEMALE,AGE_48 MALE,AGE_49 FEMALE,AGE_49 MALE,AGE_5 FEMALE,AGE_5 MALE,AGE_50 FEMALE,AGE_50 MALE,AGE_51 FEMALE,AGE_51 MALE,AGE_52 FEMALE,AGE_52 MALE,AGE_53 FEMALE,AGE_53 MALE,AGE_54 FEMALE,AGE_54 MALE,AGE_55 FEMALE,AGE_55 MALE,AGE_56 FEMALE,AGE_56 MALE,AGE_57 FEMALE,AGE_57 MALE,AGE_58 FEMALE,AGE_58 MALE,AGE_59 FEMALE,AGE_59 MALE,AGE_6 FEMALE,AGE_6 MALE,AGE_60 FEMALE,AGE_60 MALE,AGE_61 FEMALE,AGE_61 MALE,AGE_62 FEMALE,AGE_62 MALE,AGE_63 FEMALE,AGE_63 MALE,AGE_64 FEMALE,AGE_64 MALE,AGE_65 FEMALE,AGE_65 MALE,AGE_66 FEMALE,AGE_66 MALE,AGE_67 FEMALE,AGE_67 MALE,AGE_68 FEMALE,AGE_68 MALE,AGE_69 FEMALE,AGE_69 MALE,AGE_7 FEMALE,AGE_7 MALE,AGE_70 FEMALE,AGE_70 MALE,AGE_71 FEMALE,AGE_71 MALE,AGE_72 FEMALE,AGE_72 MALE,AGE_73 FEMALE,AGE_73 MALE,AGE_74 FEMALE,AGE_74 MALE,AGE_75 FEMALE,AGE_75 MALE,AGE_76 FEMALE,AGE_76 MALE,AGE_77 FEMALE,AGE_77 MALE,AGE_78 FEMALE,AGE_78 MALE,AGE_79 FEMALE,AGE_79 MALE,AGE_8 FEMALE,AGE_8 MALE,AGE_80 FEMALE,AGE_80 MALE,AGE_81 FEMALE,AGE_81 MALE,AGE_82 FEMALE,AGE_82 MALE,AGE_83 FEMALE,AGE_83 MALE,AGE_84 FEMALE,AGE_84 MALE,AGE_85+ FEMALE,AGE_85+ MALE,AGE_9 FEMALE,AGE_9 MALE,AGE_No Response FEMALE,AGE_No Response MALE
4140,ELMWOOD,Ward 5,2162,362,160,445,241,321,215,380,281,55,60,123,192,84,591,341,66,998,70,6,0,104,171,97,76,74,93,189,1221,84,350,37,188,728,7,4,22,16,9,0,13,52,7,42,98,1049,78,275,105,12,50,529,978,159,152,1122,94,179,224,60,0,31,12,13,39,10,1712,634,338,757,125,0,0,131,0,61,0,0,0,1303,313,442,389,23,214,14,7,12,17,11,17,13,12,12,13,10,21,13,16,15,17,13,10,9,18,15,18,18,25,8,16,15,14,18,19,23,21,13,30,18,14,20,15,19,12,19,30,17,16,20,21,15,6,15,23,16,16,18,12,16,13,11,13,11,19,16,13,15,16,21,14,11,12,12,8,7,21,14,13,18,10,15,18,16,8,13,15,14,20,16,14,16,17,16,19,8,17,17,16,21,16,19,17,17,14,19,14,21,17,22,19,11,15,15,18,20,20,9,9,15,14,19,17,8,12,11,10,12,8,7,11,12,9,10,11,13,7,14,8,15,13,13,3,15,6,12,7,14,8,7,9,16,12,12,11,11,9,11,9,4,8,13,13,6,4,9,4,5,8,7,4,1,7,33,17,7,8,144,164
1130,ELMWOOD PARK,Ward 7,866,65,390,108,152,52,45,16,23,12,14,36,22,324,232,310,49,591,30,29,0,66,53,19,20,18,43,61,409,68,136,35,393,238,2,9,10,4,0,1,13,6,13,52,243,354,36,75,13,3,12,213,281,86,84,399,46,425,117,17,0,15,3,2,4,3,658,233,430,343,52,0,0,251,0,3,1,0,0,469,129,153,161,8,401,4,3,6,8,1,5,0,3,3,3,3,2,2,3,2,1,4,5,2,1,6,5,1,5,7,3,5,4,9,4,2,8,7,3,5,5,5,7,6,6,3,9,2,8,2,9,8,8,5,4,5,6,3,5,6,4,6,4,4,7,7,8,2,4,4,6,9,8,6,6,5,8,6,4,1,3,4,10,4,7,10,4,2,7,9,5,5,6,9,8,5,7,1,9,5,6,7,4,7,8,4,4,6,8,2,13,4,5,6,7,10,7,1,6,7,5,7,9,1,8,4,10,7,3,2,1,3,2,6,4,6,3,2,3,2,3,6,1,3,1,3,3,2,1,5,4,2,4,3,1,0,1,2,1,1,3,1,4,5,2,3,2,4,2,0,1,2,0,11,7,1,2,196,245
3190,ELSINORE,Ward 3,2058,80,116,443,235,290,255,102,205,35,85,141,65,55,696,33,48,777,51,7,0,108,182,91,103,131,86,120,903,32,346,14,138,429,23,51,19,6,21,7,7,30,27,78,79,1005,78,123,3,2,47,522,1088,77,71,799,71,148,103,36,0,0,1,7,2,8,1079,921,254,599,134,99,0,3,0,0,0,0,0,1404,314,200,157,16,163,8,8,10,7,8,13,10,13,12,14,17,16,15,12,14,23,13,21,18,12,15,21,12,13,10,11,21,9,17,14,9,8,7,10,18,14,7,10,6,8,12,7,11,9,12,8,12,11,11,9,14,8,8,11,13,11,17,18,11,12,16,12,17,23,10,5,10,9,12,15,9,9,10,6,20,11,17,15,14,14,14,10,21,14,18,22,18,14,19,18,11,8,25,13,21,22,17,9,12,17,17,15,15,13,13,19,22,21,15,14,15,10,11,17,13,11,18,13,19,12,25,19,18,12,14,16,6,17,12,12,12,10,7,12,18,18,8,5,13,4,4,7,2,7,8,10,7,3,13,5,9,6,5,4,4,7,9,13,3,3,5,6,3,2,5,6,5,2,10,6,15,13,74,85
5170,EMPIRE PARK,Ward 10,2829,1020,972,1050,215,422,331,208,440,330,189,274,344,633,330,2017,50,2397,64,4,0,111,199,92,70,344,146,232,2099,137,274,54,1063,1160,30,18,59,22,79,19,53,71,10,256,620,1405,175,667,213,24,62,709,1222,327,339,1852,88,993,586,135,47,86,32,45,135,108,2379,546,1896,71,89,485,822,998,0,0,0,0,0,673,764,1181,1174,46,983,23,23,20,17,11,12,10,10,11,16,5,10,23,15,19,17,8,12,9,14,20,14,32,25,20,20,30,32,44,42,41,48,45,54,52,71,46,58,56,57,45,52,27,51,41,41,20,18,43,48,30,47,27,41,29,32,44,43,36,38,21,38,35,37,32,37,19,17,18,11,19,24,21,29,12,24,17,23,28,21,23,28,19,15,22,26,23,31,14,31,16,20,24,12,17,19,24,13,14,19,19,23,14,14,12,20,12,17,18,22,20,30,16,16,10,18,11,13,3,5,13,13,11,16,8,12,4,13,13,12,9,9,14,4,15,7,9,8,5,6,0,5,13,6,6,9,6,10,4,6,6,4,7,2,7,0,14,16,2,6,6,0,3,3,4,4,3,6,24,14,12,16,581,764
5180,ERMINESKIN,Ward 10,2978,899,1546,811,331,679,500,169,431,113,138,280,489,876,520,1481,656,2657,43,42,0,183,210,94,86,197,158,255,1793,132,809,59,1447,1208,27,58,48,49,48,26,27,140,16,186,824,1344,114,701,84,13,90,1044,1526,223,352,1445,325,1552,441,59,5,40,22,14,102,56,2437,776,2210,351,31,451,815,1092,0,1,0,1,0,1534,688,856,739,39,1567,13,24,20,20,11,18,12,8,13,17,11,15,10,18,11,19,16,9,11,15,21,14,30,19,21,16,23,25,16,17,36,18,29,25,25,20,34,19,35,33,34,37,36,37,36,24,13,15,38,46,28,41,29,27,40,43,22,38,28,37,27,27,28,26,20,24,19,16,20,25,15,21,26,31,23,32,26,20,24,23,22,20,21,14,15,20,26,22,22,14,16,14,19,27,30,22,23,25,28,24,25,27,25,22,21,16,35,29,24,27,36,30,26,14,31,20,27,20,20,16,24,15,17,15,21,12,26,16,23,11,18,12,14,15,13,19,18,18,25,7,23,13,16,12,22,13,13,21,18,12,18,14,25,14,22,19,15,13,22,10,17,13,24,10,19,10,26,10,116,70,18,8,748,850
2260,EVANSDALE,Ward 3,4610,717,531,939,640,435,387,135,243,100,104,183,342,321,1073,855,176,2104,31,16,0,442,583,243,236,235,307,325,1856,245,734,99,553,1025,184,45,53,15,4,19,39,24,62,379,255,1882,184,381,44,7,54,1376,1968,267,382,2546,184,511,427,56,3,44,26,13,91,29,3454,1525,879,1138,66,397,0,549,0,0,0,1,0,2795,877,854,689,71,572,31,37,45,29,43,49,37,36,31,37,30,37,31,42,35,37,33,35,35,36,40,33,30,33,38,60,25,33,32,27,30,35,37,28,35,24,44,38,44,36,39,31,26,33,39,35,47,34,34,21,44,25,36,25,29,32,30,32,39,29,35,36,32,34,31,34,27,23,45,48,31,27,30,25,29,32,36,44,27,29,34,29,31,41,24,33,31,33,31,27,46,43,20,25,38,32,33,28,28,27,36,42,31,37,43,26,19,28,31,31,24,30,40,45,21,23,18,24,34,16,25,20,31,21,21,16,25,21,28,27,37,19,18,18,37,36,32,15,20,16,17,21,17,16,15,24,12,16,9,20,9,16,12,17,16,11,32,36,15,10,12,10,7,9,8,7,7,10,19,32,38,25,375,499
2270,EVERGREEN,Ward 4,1047,15,439,167,106,77,55,41,46,16,20,40,20,379,483,33,150,666,27,11,0,54,71,27,26,8,54,74,508,50,166,48,415,418,0,2,32,2,0,0,2,2,9,9,190,390,35,57,1,0,11,369,345,133,138,389,61,435,51,9,4,1,9,1,4,13,914,82,505,0,0,0,0,0,704,0,0,0,0,651,144,141,92,10,463,1,6,6,4,6,6,5,6,5,3,5,6,7,1,4,7,2,3,3,4,4,6,2,2,6,8,5,6,7,5,3,8,11,3,2,7,5,10,2,9,5,6,3,6,7,5,4,6,3,7,6,6,1,5,9,6,9,7,5,5,7,6,6,11,5,4,4,8,1,4,9,6,6,5,3,6,9,6,11,3,12,4,7,7,6,7,9,5,12,13,8,7,6,14,10,7,10,12,11,9,8,9,9,5,18,11,6,9,7,11,7,10,6,5,10,8,8,7,12,4,3,8,6,9,12,16,7,6,9,5,7,4,7,5,1,5,7,7,3,3,2,8,4,12,3,5,5,7,6,1,4,3,2,2,2,3,3,4,2,3,3,2,0,2,1,1,1,1,6,4,5,4,204,278
5190,FALCONER HEIGHTS,Ward 9,1683,137,261,396,203,339,285,145,111,46,89,149,259,128,523,159,123,805,83,11,0,62,157,82,69,157,78,109,665,24,399,9,270,397,13,53,23,12,45,9,6,7,18,78,144,714,60,146,10,5,60,562,909,32,76,663,134,267,140,17,0,9,3,5,18,8,1341,376,364,467,40,55,0,200,0,136,0,1,0,1210,228,167,200,6,270,6,0,7,7,12,10,12,11,13,9,10,15,17,14,12,13,11,9,12,12,16,11,15,9,4,5,11,13,20,14,11,15,16,8,10,10,10,9,3,8,5,9,8,6,6,3,6,8,8,5,4,7,3,6,5,3,8,2,9,7,11,1,10,8,15,8,9,8,8,6,7,11,10,6,9,14,15,13,14,11,14,10,8,15,23,14,12,5,7,21,10,10,24,12,17,17,15,16,19,14,7,17,13,14,15,14,11,13,12,17,17,3,13,9,19,15,10,21,18,11,13,15,10,13,10,8,10,8,10,10,13,5,14,11,15,17,11,6,6,6,16,3,10,11,5,11,6,5,12,8,10,5,12,1,16,3,6,9,7,5,7,6,8,13,13,7,9,11,121,35,14,8,91,72
6230,FOREST HEIGHTS,Ward 8,2983,222,895,792,418,541,346,183,160,68,121,226,208,494,935,577,438,1950,126,297,0,126,165,82,76,116,79,204,1535,99,639,37,942,1079,4,14,77,42,15,2,13,15,71,131,487,1440,155,325,43,30,67,669,1162,279,255,1168,192,1044,324,71,7,19,10,6,19,31,2200,674,1226,1557,306,168,0,242,0,98,1,1,0,1649,429,524,487,20,991,12,18,10,11,9,16,13,11,17,9,10,16,15,16,14,8,13,15,9,6,13,17,17,6,15,12,19,17,12,16,12,20,12,25,23,33,29,28,17,28,20,29,20,21,20,23,10,19,20,28,27,21,24,24,20,23,19,27,22,23,14,23,14,28,16,17,13,13,18,13,13,27,9,11,17,13,24,21,14,24,15,19,25,14,22,17,26,26,23,33,11,14,18,28,24,16,22,41,19,31,29,31,16,24,15,31,18,26,22,28,32,20,13,9,27,14,19,19,21,15,22,24,15,24,12,18,18,15,10,12,20,13,11,8,10,14,17,12,9,8,10,8,14,11,15,10,19,15,12,6,21,8,17,12,15,9,13,9,21,8,20,10,15,7,6,7,19,8,115,63,9,12,426,559
2280,FRASER,Ward 4,2817,183,336,677,176,303,259,61,173,70,73,144,226,158,802,290,126,1218,52,31,0,207,260,105,112,122,93,187,1504,115,232,51,348,873,1,9,31,4,1,18,28,11,9,72,161,1377,84,331,14,3,64,481,1198,183,210,1356,56,333,225,50,11,26,2,4,31,26,2147,648,541,764,107,107,0,318,0,5,0,0,0,1730,412,450,375,41,328,18,24,19,19,13,21,18,16,22,17,14,12,19,15,18,19,13,25,12,28,23,22,20,18,18,22,30,18,26,29,20,26,23,19,14,24,30,20,25,25,30,17,27,26,27,29,18,23,27,22,19,20,16,19,28,16,21,23,18,23,19,19,19,20,20,13,16,17,22,24,15,22,14,17,14,16,21,18,19,21,16,13,24,18,23,17,17,14,24,29,28,20,29,20,24,27,35,22,29,23,29,21,36,33,21,32,29,28,27,26,23,21,16,16,12,26,20,15,22,15,13,19,16,8,11,12,14,11,11,13,9,12,8,4,21,15,6,2,3,3,1,4,1,3,5,3,3,3,1,1,3,2,1,4,2,2,5,14,2,2,2,2,8,2,1,1,1,2,5,3,20,20,206,208
6240,FULTON PLACE,Ward 8,1642,61,458,339,191,334,223,183,125,36,71,179,156,257,609,112,237,958,15,17,0,68,94,52,50,65,47,133,684,37,427,23,481,586,0,5,25,8,1,1,4,5,14,34,275,741,66,143,46,14,39,409,785,86,108,560,122,500,92,10,0,4,2,8,5,9,1235,345,581,837,13,0,0,139,0,1,0,0,0,1131,235,169,130,7,489,3,4,11,3,3,4,5,12,5,6,8,12,10,9,10,8,8,10,10,9,13,6,7,12,8,4,8,14,11,14,7,8,6,9,10,11,5,8,7,13,15,9,5,5,5,5,18,7,8,7,13,8,11,9,8,10,5,9,10,18,7,6,10,5,5,6,6,11,7,3,8,8,13,9,10,6,10,12,10,8,7,10,11,6,10,13,6,9,16,12,6,13,19,8,11,13,20,12,4,20,16,11,22,15,12,13,18,15,11,15,9,12,10,4,13,8,5,8,6,14,13,14,13,15,12,9,7,4,11,15,9,3,11,8,8,6,6,4,7,8,4,4,4,5,8,3,5,4,8,6,7,7,12,6,2,4,5,4,14,8,4,8,10,10,10,6,7,10,46,38,9,3,269,289
4150,GAGNON ESTATE INDUSTRIAL,Ward 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6250,GAINER INDUSTRIAL,Ward 11,284,7,6,88,28,51,51,16,60,12,20,23,22,1,141,24,3,168,13,0,0,10,5,2,3,16,8,16,166,4,60,4,3,138,0,1,12,2,2,0,3,1,1,8,0,180,5,17,2,2,3,62,93,41,24,128,11,0,22,7,2,2,2,3,0,1,203,78,16,0,0,0,0,181,0,0,0,0,0,48,92,113,39,2,3,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,3,2,1,2,1,4,3,2,2,3,2,3,3,5,9,3,6,8,7,6,5,4,7,2,0,0,1,1,5,1,5,4,1,2,2,6,0,3,4,2,3,0,3,4,5,1,1,1,1,1,5,1,0,1,1,1,1,0,4,2,0,1,1,1,2,2,1,1,0,4,1,0,2,4,2,2,1,2,1,4,2,1,3,2,1,1,4,0,1,0,1,1,0,3,0,0,1,3,1,2,2,0,0,2,1,3,0,2,1,2,0,0,2,2,0,0,1,1,1,1,0,1,0,0,2,1,1,0,0,1,1,0,3,0,0,2,2,2,1,0,1,0,2,1,1,5,3,1,0,6,3
4160,GARIEPY,Ward 5,1703,107,94,407,169,271,162,101,68,35,60,129,56,53,623,59,43,725,15,2,0,75,160,55,68,107,70,155,767,32,299,14,102,517,6,17,14,8,7,1,5,4,11,55,80,889,63,81,19,3,64,402,923,56,117,645,57,106,75,18,13,21,2,4,9,4,1208,309,387,491,99,152,0,0,0,0,0,0,0,1236,209,187,146,9,117,4,7,8,5,9,12,13,17,15,10,8,7,7,10,12,13,14,9,9,13,9,11,14,6,9,12,11,13,12,13,11,11,9,15,7,10,13,9,10,5,9,10,2,7,10,7,12,7,6,9,10,9,9,14,10,10,17,7,10,4,11,10,6,15,10,7,8,7,10,7,11,12,12,4,10,9,13,8,8,16,12,18,9,13,7,12,6,9,22,11,11,6,14,8,14,6,16,14,14,9,18,19,18,14,13,23,19,12,17,11,24,15,10,7,16,18,12,11,18,14,28,12,20,12,22,19,18,23,11,15,6,12,8,11,7,11,14,6,4,7,10,7,6,6,6,6,7,10,5,7,5,7,5,3,3,2,11,11,3,4,2,6,2,1,1,1,2,0,14,10,20,8,65,57
5200,GARNEAU,Ward 8,4082,1560,4300,2218,451,836,486,175,662,169,197,323,296,2309,732,2700,2086,5518,724,418,0,112,91,36,32,1904,82,302,2312,177,600,44,4250,2126,53,61,125,37,402,23,62,10,17,306,2296,1256,89,805,1113,117,94,1794,1260,431,282,3422,210,4337,829,233,10,76,29,81,216,49,4014,586,5342,874,210,132,3836,1418,0,189,1,0,0,1239,1039,1770,1523,33,4338,17,17,10,18,7,6,10,2,4,5,5,5,9,6,5,6,17,12,20,32,45,43,88,89,12,17,131,106,160,126,170,154,198,200,193,203,181,191,179,164,126,154,125,117,145,148,11,11,104,109,102,97,64,67,67,79,63,71,63,78,42,58,47,55,45,45,48,47,11,10,56,43,36,27,29,45,31,29,39,41,34,42,34,34,30,29,34,30,32,28,12,9,26,24,16,18,15,17,19,14,12,14,20,12,16,23,11,18,19,26,15,18,9,6,17,23,23,20,22,10,9,8,10,23,25,14,15,16,22,13,11,20,21,11,3,9,14,13,10,10,10,16,11,9,14,8,8,3,12,6,10,6,12,5,11,5,4,6,13,6,14,5,10,3,6,5,11,11,93,37,5,5,1453,1545
4170,GARSIDE INDUSTRIAL,Ward 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6260,GIRARD INDUSTRIAL,Ward 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
